Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
16,16,2014-11-26,22-153,UTA,@,OKC,L (-15),0,12:30,,,18.7,36.6,27.8,0.0,0.0,6.7,100.0,7.6,46,100,0.9,-8.0
17,17,2014-11-29,22-156,UTA,,LAC,L (-16),0,20:10,.500,.500,6.0,28.0,16.1,8.1,0.0,9.2,0.0,9.3,124,122,5.6,1.6
18,18,2014-12-01,22-158,UTA,,DEN,L (-2),0,24:26,.467,.429,13.1,18.7,15.8,6.5,0.0,3.2,0.0,17.0,117,109,8.4,-0.1
19,19,2014-12-03,22-160,UTA,,TOR,L (-19),0,12:37,1.042,1.000,36.2,38.0,37.0,0.0,0.0,19.7,0.0,10.8,218,126,9.6,9.9
20,20,2014-12-05,22-162,UTA,,ORL,L (-5),0,11:37,.340,.400,19.7,55.8,36.6,0.0,0.0,0.0,0.0,24.5,87,114,3.0,-9.2
21,21,2014-12-08,22-165,UTA,@,SAC,L (-9),0,20:56,.615,.625,29.9,20.2,25.8,11.2,0.0,3.5,9.3,22.8,126,109,11.9,4.5
22,22,2014-12-09,22-166,UTA,,SAS,W (+4),0,15:21,1.042,1.000,9.2,6.8,7.8,9.3,0.0,9.8,41.0,14.2,125,99,5.7,6.9
23,23,2014-12-12,22-169,UTA,,MIA,L (-5),0,25:38,.970,1.000,18.7,33.6,26.1,24.8,2.2,18.0,0.0,8.9,211,98,19.4,23.0
24,24,2014-12-14,22-171,UTA,@,WAS,L (-9),1,31:09,.595,.600,10.8,21.5,16.1,6.1,3.3,6.5,33.8,12.8,90,92,9.2,2.2
25,25,2014-12-16,22-173,UTA,@,NOP,L (-8),1,33:07,.500,.500,17.7,20.7,18.9,7.1,0.0,6.9,0.0,7.7,148,129,10.0,0.3
26,26,2014-12-17,22-174,UTA,@,MIA,W (+18),0,19:26,1.042,1.000,17.0,43.2,32.2,8.2,2.8,9.3,25.8,10.1,170,83,10.2,12.8
27,27,2014-12-19,22-176,UTA,@,ORL,W (+7),0,14:11,1.000,1.000,0.0,23.1,13.4,11.7,0.0,11.1,0.0,10.3,201,96,7.7,13.4
28,28,2014-12-20,22-177,UTA,@,CHO,L (-18),0,30:00,.799,.833,17.0,27.3,21.8,0.0,1.9,4.9,12.7,12.5,147,115,14.2,4.1
29,29,2014-12-22,22-179,UTA,@,MEM,W (+6),0,29:30,.167,.167,20.9,40.7,31.4,0.0,0.0,5.2,25.0,13.3,65,97,3.2,-8.7
30,30,2014-12-27,22-184,UTA,,PHI,W (+17),0,16:57,.667,.667,17.7,16.7,17.2,23.3,6.3,17.7,40.0,13.1,101,62,8.4,11.9
31,31,2014-12-29,22-186,UTA,@,LAC,L (-4),0,25:07,.739,.714,18.4,37.3,26.7,13.4,2.0,0.0,21.2,15.7,128,102,12.8,5.9
32,32,2014-12-30,22-187,UTA,,MIN,W (+6),0,15:31,,,8.4,30.9,20.1,0.0,0.0,4.8,100.0,3.0,51,103,1.2,-4.6
33,33,2015-01-02,22-190,UTA,,ATL,L (-6),0,24:06,.975,1.000,7.5,24.3,14.8,7.7,0.0,13.7,0.0,10.2,207,102,15.3,14.0
34,34,2015-01-03,22-191,UTA,@,MIN,W (+12),1,30:59,.674,.714,9.1,27.9,20.3,5.1,1.8,13.9,9.4,17.1,131,90,16.7,7.9
35,35,2015-01-05,22-193,UTA,,IND,L (-4),1,29:15,.720,.800,8.0,9.4,8.6,0.0,0.0,8.1,28.2,16.5,104,120,7.8,-2.3
36,36,2015-01-07,22-195,UTA,@,CHI,W (+20),1,36:25,.619,.625,19.3,21.1,20.3,0.0,3.0,10.3,18.4,13.8,117,77,16.3,7.2
37,37,2015-01-09,22-197,UTA,@,OKC,L (-5),1,38:05,.694,.500,6.6,14.3,10.8,10.9,4.0,12.6,51.0,7.1,97,92,12.1,5.6
38,38,2015-01-10,22-198,UTA,@,HOU,L (-15),1,34:47,1.000,1.000,0.0,17.2,9.3,15.8,1.5,9.6,60.0,6.5,80,102,6.7,1.5
39,39,2015-01-13,22-201,UTA,,GSW,L (-11),0,31:50,.578,.444,16.8,27.1,22.1,18.3,3.2,6.9,6.7,21.0,136,112,20.5,11.7
40,40,2015-01-16,22-204,UTA,,LAL,W (+9),0,24:45,.543,.500,8.4,22.8,14.5,19.3,4.5,10.0,23.7,16.1,104,87,10.0,6.0
41,41,2015-01-18,22-206,UTA,@,SAS,L (-20),0,28:33,.533,.500,23.5,39.3,31.2,17.2,0.0,10.7,7.6,21.5,113,91,18.2,11.7
42,42,2015-01-21,22-209,UTA,@,CLE,L (-14),0,19:47,1.000,1.000,15.8,23.7,19.5,26.3,0.0,4.3,25.0,8.9,158,116,8.6,7.4
43,43,2015-01-22,22-210,UTA,@,MIL,W (+2),1,35:01,.726,.714,14.8,17.9,16.5,5.5,1.5,1.7,23.7,16.5,119,108,13.9,0.4
44,44,2015-01-24,22-212,UTA,,BRK,W (+35),0,19:53,.750,.750,26.8,48.3,40.2,13.9,0.0,0.0,33.3,14.5,125,78,7.8,3.5
45,45,2015-01-26,22-214,UTA,,BOS,L (-9),0,26:06,1.000,1.000,17.5,32.5,24.2,13.3,0.0,10.0,0.0,7.0,207,105,14.9,10.9
46,46,2015-01-28,22-216,UTA,,LAC,L (-5),0,10:20,.595,.600,10.8,22.7,16.6,0.0,0.0,9.3,0.0,27.6,131,107,5.1,4.8
47,47,2015-01-30,22-218,UTA,,GSW,W (+10),0,24:41,.519,.571,24.8,15.9,20.3,0.0,0.0,6.6,9.4,17.6,116,104,10.1,-0.7
48,48,2015-02-03,22-222,UTA,@,POR,L (-1),0,32:42,.595,.600,15.6,37.6,25.6,4.2,1.6,5.5,14.5,9.5,129,104,11.3,1.9
49,49,2015-02-04,22-223,UTA,,MEM,L (-10),0,24:48,.469,.400,16.1,13.8,14.9,0.0,4.5,8.7,0.0,17.1,116,104,9.6,4.1
50,50,2015-02-06,22-225,UTA,@,PHO,L (-7),0,27:00,.799,.857,13.3,34.0,24.5,27.0,1.9,3.1,10.2,17.0,153,101,17.8,14.1
51,51,2015-02-07,22-226,UTA,,SAC,W (+12),0,17:08,.694,1.000,14.0,19.5,16.9,0.0,0.0,8.1,0.0,7.9,143,98,3.9,-3.1
52,52,2015-02-09,22-228,UTA,@,NOP,W (+4),0,22:27,.667,.667,9.3,10.4,9.8,7.0,5.1,7.5,14.3,13.4,128,108,9.3,2.3
53,53,2015-02-11,22-230,UTA,@,DAL,L (-5),0,26:30,.151,.000,12.1,8.1,10.1,6.0,2.0,15.4,0.0,11.2,63,90,3.2,-4.0
54,54,2015-02-20,22-239,UTA,,POR,W (+16),1,23:47,.667,.667,0.0,37.2,16.6,12.2,0.0,20.2,25.0,8.2,112,73,7.1,5.9
55,55,2015-02-23,22-242,UTA,,SAS,W (+9),1,30:57,.509,.500,10.8,34.1,23.3,5.3,3.3,7.8,12.7,11.5,108,74,12.4,7.3
56,56,2015-02-25,22-244,UTA,,LAL,L (-3),1,35:36,.568,.545,26.3,16.9,21.2,10.4,1.5,5.2,6.6,18.8,131,103,20.0,8.2
57,57,2015-02-27,22-246,UTA,@,DEN,W (+22),1,31:44,1.025,1.000,16.2,14.8,15.3,4.6,0.0,17.5,38.1,12.3,130,93,13.9,5.5
58,58,2015-02-28,22-247,UTA,,MIL,W (+7),1,32:05,.862,1.000,3.4,32.8,17.6,0.0,3.2,7.6,36.5,15.2,103,73,12.6,5.6
59,59,2015-03-03,22-250,UTA,@,MEM,W (+11),1,36:09,.638,.600,19.9,46.0,34.6,9.5,0.0,0.0,14.5,17.7,128,87,18.2,5.6
60,60,2015-03-04,22-251,UTA,@,BOS,L (-1),1,35:41,.430,.333,10.6,33.6,23.9,13.5,1.6,6.6,14.7,18.9,95,86,12.5,5.8
61,61,2015-03-06,22-253,UTA,@,PHI,W (+6),1,35:20,.580,.500,6.5,35.3,22.1,0.0,2.9,2.4,20.5,12.4,101,79,11.2,1.9
62,62,2015-03-08,22-255,UTA,@,BRK,W (+7),1,36:02,.410,.250,15.2,24.5,20.1,20.4,0.0,4.4,38.1,10.8,101,101,7.2,-1.5
63,63,2015-03-10,22-257,UTA,,NYK,W (+5),1,37:36,.490,.500,7.1,36.5,22.9,5.1,4.4,7.7,8.9,15.2,100,78,14.9,6.6
64,64,2015-03-12,22-259,UTA,,HOU,W (+18),1,35:33,.771,.727,31.8,31.4,31.6,8.1,0.0,11.5,7.5,16.1,168,97,28.3,13.7
65,65,2015-03-14,22-261,UTA,,DET,W (+3),1,38:44,.563,.625,16.3,34.0,26.5,4.6,1.5,4.1,18.4,14.3,108,89,14.0,2.8
66,66,2015-03-16,22-263,UTA,,CHO,W (+28),1,29:53,.598,.500,14.6,48.5,33.1,10.8,0.0,2.7,28.5,17.0,108,69,11.7,3.9
67,67,2015-03-18,22-265,UTA,,WAS,L (-4),1,37:20,.528,.600,13.1,41.3,23.4,17.1,1.5,4.9,10.5,12.1,119,98,14.7,6.2
68,68,2015-03-19,22-266,UTA,@,LAL,W (+7),1,36:03,.798,1.000,0.0,21.7,11.8,0.0,1.5,6.1,34.7,4.3,90,82,5.7,-2.0
69,69,2015-03-21,22-268,UTA,@,GSW,L (-15),1,33:56,.327,.000,11.2,25.0,17.7,13.3,1.6,0.0,11.6,12.6,97,118,5.5,-3.7
70,70,2015-03-23,22-270,UTA,,MIN,L (-2),1,41:26,.620,.636,29.9,21.3,26.2,4.4,1.4,13.0,6.4,16.9,140,108,24.7,5.8
71,71,2015-03-25,22-272,UTA,,POR,L (-3),1,33:45,.615,.625,6.3,26.5,16.2,0.0,0.0,0.0,9.3,15.4,119,106,8.8,-3.0
72,72,2015-03-27,22-274,UTA,@,DEN,L (-16),1,34:34,.799,.714,11.8,38.6,23.4,16.6,0.0,2.7,10.2,12.6,158,118,18.7,6.0
73,73,2015-03-28,22-275,UTA,,OKC,W (+5),1,41:00,.625,.500,15.2,26.0,19.5,4.1,3.7,8.2,0.0,11.0,152,87,20.6,8.1
74,74,2015-03-30,22-277,UTA,@,MIN,W (+20),1,36:48,.684,.571,17.2,21.2,19.3,7.7,1.5,6.5,8.4,15.3,152,94,19.2,7.6
75,75,2015-04-01,22-279,UTA,,DEN,W (+14),1,30:04,.845,1.000,12.0,29.9,21.8,12.4,1.8,5.1,14.5,21.8,144,86,21.3,14.1
76,76,2015-04-04,22-282,UTA,@,PHO,L (-2),1,37:46,.524,.400,9.8,38.1,24.1,9.6,1.5,2.3,39.6,15.7,79,96,7.9,-2.0
77,77,2015-04-05,22-283,UTA,@,SAC,W (+6),1,38:14,.714,.714,8.2,17.1,12.6,11.2,1.3,3.9,30.0,11.1,113,97,10.9,1.5
78,78,2015-04-08,22-286,UTA,,SAC,W (+12),1,29:37,.570,.571,17.5,23.7,20.8,16.5,1.9,5.5,8.7,18.5,131,99,14.4,5.5
79,79,2015-04-10,22-288,UTA,,MEM,L (-1),1,35:58,.636,.636,24.6,25.2,24.9,12.3,0.0,6.6,21.4,19.5,119,99,15.4,5.4
80,80,2015-04-11,22-289,UTA,@,POR,W (+6),1,35:02,.342,.286,9.1,26.1,17.3,4.1,2.8,4.8,25.5,14.2,72,102,5.9,-5.0
81,81,2015-04-13,22-291,UTA,,DAL,W (+17),1,33:27,.577,.563,17.5,35.9,27.4,15.3,1.5,6.9,5.5,24.5,129,88,22.5,8.2
82,82,2015-04-15,22-293,UTA,@,HOU,L (-26),1,24:18,.581,.500,10.0,29.0,17.0,0.0,1.9,12.3,22.5,14.3,99,105,9.7,-0.7
