,Rk,G,Date,Age,Tm,LOC,Opp,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,EVAL,SEASON
498,27,16.0,2017-12-09,25,UTA,away,MIL,-17,1,1733.0,6.0,8.0,0.75,0.0,0.0,0.0,8.0,14.0,0.571,3.0,6.0,9.0,1.0,0.0,1.0,2.0,1.0,20.0,17.3,-16.0,21.0,2017-2018
499,28,17.0,2017-12-13,25,UTA,away,CHI,-3,1,1578.0,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,11.0,1.0,0.0,5.0,0.0,0.0,6.0,11.0,14.0,19.0,2017-2018
500,29,18.0,2017-12-15,25,UTA,away,BOS,12,1,109.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-1.0,0.0,2017-2018
501,30,-1.0,2017-12-16,25,UTA,away,CLE,-9,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
502,31,-1.0,2017-12-18,25,UTA,away,HOU,-21,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
503,32,-1.0,2017-12-20,25,UTA,away,OKC,-28,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
504,33,-1.0,2017-12-21,25,UTA,home,SAS,11,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
505,34,-1.0,2017-12-23,25,UTA,home,OKC,-14,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
506,35,-1.0,2017-12-26,25,UTA,away,DEN,-24,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
507,36,-1.0,2017-12-27,25,UTA,away,GSW,-25,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
508,37,-1.0,2017-12-30,25,UTA,home,CLE,3,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
509,38,-1.0,2018-01-03,25,UTA,home,NOP,-10,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
510,39,-1.0,2018-01-05,25,UTA,away,DEN,-8,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
511,40,-1.0,2018-01-07,25,UTA,away,MIA,-1,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
512,41,-1.0,2018-01-10,25,UTA,away,WAS,3,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
513,42,-1.0,2018-01-12,25,UTA,away,CHO,-11,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
514,43,-1.0,2018-01-15,25,UTA,home,IND,-15,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
515,44,-1.0,2018-01-17,25,UTA,away,SAC,15,Did Not Play,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2017-2018
516,45,19.0,2018-01-19,25,UTA,home,NYK,-2,1,1786.0,7.0,10.0,0.7,0.0,0.0,0.0,9.0,15.0,0.6,5.0,9.0,14.0,1.0,0.0,3.0,3.0,5.0,23.0,20.4,-1.0,29.0,2017-2018
517,46,20.0,2018-01-20,25,UTA,home,LAC,12,1,1686.0,6.0,9.0,0.667,0.0,0.0,0.0,4.0,7.0,0.571,1.0,6.0,7.0,0.0,0.0,3.0,0.0,5.0,16.0,13.5,5.0,20.0,2017-2018
518,47,21.0,2018-01-22,25,UTA,away,ATL,-14,1,1677.0,2.0,6.0,0.333,0.0,0.0,0.0,2.0,3.0,0.667,2.0,8.0,10.0,1.0,3.0,3.0,3.0,3.0,6.0,7.6,-8.0,15.0,2017-2018
519,48,22.0,2018-01-24,25,UTA,away,DET,3,1,2278.0,6.0,13.0,0.462,0.0,0.0,0.0,3.0,6.0,0.5,3.0,5.0,8.0,1.0,0.0,4.0,0.0,3.0,15.0,13.0,3.0,18.0,2017-2018
520,49,23.0,2018-01-26,25,UTA,away,TOR,4,1,1878.0,7.0,13.0,0.538,0.0,0.0,0.0,4.0,5.0,0.8,5.0,10.0,15.0,3.0,1.0,2.0,3.0,1.0,18.0,18.9,2.0,29.0,2017-2018
521,50,24.0,2018-01-30,25,UTA,home,GSW,30,1,1667.0,4.0,7.0,0.571,0.0,0.0,0.0,1.0,2.0,0.5,3.0,3.0,6.0,1.0,3.0,1.0,0.0,1.0,9.0,12.3,26.0,16.0,2017-2018
522,51,25.0,2018-02-02,25,UTA,away,PHO,32,1,1940.0,5.0,8.0,0.625,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,9.0,1.0,1.0,5.0,5.0,4.0,10.0,8.5,40.0,17.0,2017-2018
523,52,26.0,2018-02-03,25,UTA,away,SAS,9,1,1918.0,3.0,7.0,0.429,0.0,0.0,0.0,5.0,7.0,0.714,2.0,8.0,10.0,3.0,0.0,3.0,0.0,4.0,11.0,12.9,13.0,21.0,2017-2018
524,53,27.0,2018-02-05,25,UTA,away,NOP,24,1,1970.0,7.0,8.0,0.875,0.0,0.0,0.0,5.0,5.0,1.0,2.0,8.0,10.0,1.0,1.0,1.0,1.0,4.0,19.0,19.8,15.0,30.0,2017-2018
525,54,28.0,2018-02-07,25,UTA,away,MEM,4,1,2264.0,1.0,5.0,0.2,0.0,0.0,0.0,6.0,8.0,0.75,3.0,9.0,12.0,2.0,0.0,2.0,4.0,5.0,8.0,5.7,-2.0,14.0,2017-2018
526,55,29.0,2018-02-09,25,UTA,home,CHO,12,1,1969.0,7.0,8.0,0.875,0.0,0.0,0.0,6.0,8.0,0.75,3.0,8.0,11.0,3.0,0.0,2.0,0.0,1.0,20.0,24.0,8.0,33.0,2017-2018
527,56,30.0,2018-02-11,25,UTA,away,POR,19,1,2042.0,3.0,9.0,0.333,0.0,0.0,0.0,6.0,7.0,0.857,2.0,9.0,11.0,3.0,0.0,2.0,2.0,3.0,12.0,10.9,4.0,19.0,2017-2018
528,57,31.0,2018-02-12,25,UTA,home,SAS,2,1,1870.0,4.0,9.0,0.444,0.0,0.0,0.0,2.0,5.0,0.4,4.0,8.0,12.0,2.0,1.0,2.0,2.0,2.0,10.0,10.3,4.0,17.0,2017-2018
529,58,32.0,2018-02-14,25,UTA,home,PHO,10,1,2224.0,5.0,8.0,0.625,0.0,0.0,0.0,4.0,4.0,1.0,2.0,15.0,17.0,1.0,0.0,0.0,0.0,4.0,14.0,15.4,17.0,29.0,2017-2018
530,59,33.0,2018-02-23,25,UTA,home,POR,-19,1,2058.0,6.0,9.0,0.667,0.0,0.0,0.0,3.0,4.0,0.75,2.0,7.0,9.0,3.0,2.0,4.0,2.0,2.0,15.0,18.3,-10.0,27.0,2017-2018
531,60,34.0,2018-02-24,25,UTA,home,DAL,7,1,2079.0,5.0,6.0,0.833,0.0,0.0,0.0,3.0,6.0,0.5,1.0,9.0,10.0,1.0,0.0,0.0,2.0,3.0,13.0,10.5,16.0,18.0,2017-2018
532,61,35.0,2018-02-26,25,UTA,home,HOU,-11,1,2168.0,7.0,8.0,0.875,0.0,0.0,0.0,3.0,5.0,0.6,2.0,4.0,6.0,1.0,1.0,2.0,1.0,4.0,17.0,16.5,-9.0,23.0,2017-2018
533,62,36.0,2018-03-02,25,UTA,home,MIN,8,1,2155.0,7.0,9.0,0.778,0.0,0.0,0.0,12.0,14.0,0.857,3.0,13.0,16.0,1.0,1.0,4.0,1.0,3.0,26.0,30.0,10.0,43.0,2017-2018
534,63,37.0,2018-03-03,25,UTA,away,SAC,7,1,2179.0,6.0,10.0,0.6,0.0,0.0,0.0,4.0,7.0,0.571,5.0,7.0,12.0,2.0,3.0,3.0,1.0,2.0,16.0,20.5,10.0,28.0,2017-2018
535,64,38.0,2018-03-05,25,UTA,home,ORL,14,1,2225.0,9.0,10.0,0.9,0.0,0.0,0.0,3.0,6.0,0.5,3.0,14.0,17.0,0.0,1.0,2.0,2.0,3.0,21.0,21.9,22.0,35.0,2017-2018
536,65,39.0,2018-03-07,25,UTA,away,IND,20,1,2326.0,10.0,14.0,0.714,0.0,0.0,0.0,3.0,4.0,0.75,3.0,11.0,14.0,0.0,1.0,1.0,2.0,3.0,23.0,20.7,15.0,32.0,2017-2018
537,66,40.0,2018-03-09,25,UTA,away,MEM,17,1,2048.0,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,10.0,1.0,2.0,2.0,3.0,3.0,4.0,5.8,22.0,13.0,2017-2018
538,67,41.0,2018-03-11,25,UTA,away,NOP,17,1,2387.0,5.0,13.0,0.385,0.0,0.0,0.0,9.0,9.0,1.0,4.0,12.0,16.0,3.0,0.0,2.0,1.0,2.0,19.0,20.0,24.0,31.0,2017-2018
539,68,42.0,2018-03-13,25,UTA,home,DET,31,1,1834.0,9.0,12.0,0.75,0.0,0.0,0.0,4.0,9.0,0.444,5.0,7.0,12.0,1.0,0.0,2.0,3.0,3.0,22.0,18.7,28.0,26.0,2017-2018
540,69,43.0,2018-03-15,25,UTA,home,PHO,28,1,2042.0,8.0,11.0,0.727,0.0,0.0,0.0,5.0,6.0,0.833,6.0,7.0,13.0,2.0,1.0,2.0,0.0,4.0,21.0,24.6,24.0,35.0,2017-2018
541,70,44.0,2018-03-17,25,UTA,home,SAC,6,1,2356.0,7.0,8.0,0.875,0.0,0.0,0.0,8.0,10.0,0.8,3.0,10.0,13.0,0.0,0.0,4.0,1.0,2.0,22.0,24.5,19.0,35.0,2017-2018
542,71,45.0,2018-03-20,25,UTA,home,ATL,-5,1,2125.0,7.0,10.0,0.7,0.0,0.0,0.0,1.0,2.0,0.5,6.0,10.0,16.0,0.0,0.0,2.0,4.0,5.0,15.0,13.0,-2.0,25.0,2017-2018
543,72,46.0,2018-03-22,25,UTA,away,DAL,7,1,2144.0,3.0,4.0,0.75,0.0,0.0,0.0,5.0,5.0,1.0,2.0,5.0,7.0,2.0,2.0,5.0,0.0,3.0,11.0,18.0,-2.0,26.0,2017-2018
544,73,47.0,2018-03-23,25,UTA,away,SAS,-4,1,2414.0,4.0,6.0,0.667,0.0,0.0,0.0,5.0,6.0,0.833,2.0,6.0,8.0,1.0,2.0,0.0,1.0,5.0,13.0,12.9,-10.0,20.0,2017-2018
545,74,48.0,2018-03-25,25,UTA,away,GSW,19,1,1868.0,7.0,11.0,0.636,0.0,0.0,0.0,3.0,4.0,0.75,5.0,10.0,15.0,3.0,0.0,4.0,1.0,2.0,17.0,21.3,14.0,33.0,2017-2018
546,75,49.0,2018-03-28,25,UTA,home,BOS,-3,1,2393.0,3.0,5.0,0.6,0.0,0.0,0.0,4.0,6.0,0.667,3.0,8.0,11.0,2.0,1.0,2.0,4.0,1.0,10.0,10.8,-7.0,18.0,2017-2018
547,76,50.0,2018-03-30,25,UTA,home,MEM,10,1,1732.0,3.0,4.0,0.75,0.0,0.0,0.0,3.0,6.0,0.5,2.0,8.0,10.0,0.0,2.0,0.0,4.0,3.0,9.0,6.8,1.0,13.0,2017-2018
548,77,51.0,2018-04-01,25,UTA,away,MIN,24,1,1936.0,2.0,3.0,0.667,0.0,0.0,0.0,2.0,4.0,0.5,1.0,12.0,13.0,1.0,0.0,4.0,3.0,1.0,6.0,8.3,22.0,18.0,2017-2018
549,78,52.0,2018-04-03,25,UTA,home,LAL,7,1,2184.0,5.0,10.0,0.5,0.0,0.0,0.0,2.0,5.0,0.4,4.0,12.0,16.0,5.0,2.0,3.0,5.0,3.0,12.0,13.6,17.0,25.0,2017-2018
550,79,53.0,2018-04-05,25,UTA,home,LAC,22,1,1663.0,6.0,6.0,1.0,0.0,0.0,0.0,3.0,6.0,0.5,4.0,6.0,10.0,2.0,1.0,3.0,2.0,1.0,15.0,18.7,22.0,26.0,2017-2018
551,80,54.0,2018-04-08,25,UTA,away,LAL,15,1,1548.0,2.0,5.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,6.0,2.0,2.0,1.0,3.0,4.0,4.0,2.2,2.0,7.0,2017-2018
552,81,55.0,2018-04-10,25,UTA,home,GSW,40,1,1701.0,5.0,7.0,0.714,0.0,0.0,0.0,3.0,4.0,0.75,1.0,3.0,4.0,2.0,0.0,2.0,1.0,2.0,13.0,12.3,36.0,17.0,2017-2018
553,82,56.0,2018-04-11,25,UTA,away,POR,-9,1,1918.0,5.0,11.0,0.455,0.0,0.0,0.0,3.0,4.0,0.75,6.0,7.0,13.0,1.0,0.0,1.0,2.0,3.0,13.0,11.4,-6.0,19.0,2017-2018
554,1,1.0,2022-10-19,30,MIN,home,OKC,7,1,2062.0,10.0,15.0,0.667,0.0,0.0,0.0,3.0,5.0,0.6,7.0,9.0,16.0,2.0,1.0,1.0,0.0,1.0,23.0,26.0,13.0,36.0,2022-2023
555,2,2.0,2022-10-21,30,MIN,home,UTA,-6,1,2268.0,4.0,10.0,0.4,0.0,0.0,0.0,1.0,3.0,0.333,10.0,13.0,23.0,0.0,1.0,2.0,4.0,3.0,9.0,10.9,-9.0,23.0,2022-2023
556,3,3.0,2022-10-23,30,MIN,away,OKC,10,1,1477.0,7.0,9.0,0.778,0.0,1.0,0.0,1.0,3.0,0.333,2.0,13.0,15.0,1.0,0.0,1.0,1.0,2.0,15.0,15.6,-1.0,27.0,2022-2023
557,4,4.0,2022-10-24,30,MIN,home,SAS,-9,1,1889.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,4.0,0.75,1.0,6.0,7.0,1.0,0.0,3.0,2.0,2.0,11.0,11.9,-9.0,19.0,2022-2023
558,5,5.0,2022-10-26,30,MIN,home,SAS,12,1,2078.0,4.0,6.0,0.667,0.0,0.0,0.0,2.0,4.0,0.5,0.0,9.0,9.0,1.0,1.0,1.0,2.0,4.0,10.0,8.1,9.0,16.0,2022-2023
559,6,6.0,2022-10-28,30,MIN,home,LAL,9,1,2230.0,7.0,11.0,0.636,0.0,0.0,0.0,8.0,12.0,0.667,8.0,13.0,21.0,2.0,0.0,2.0,1.0,3.0,22.0,25.6,8.0,38.0,2022-2023
560,7,7.0,2022-10-30,30,MIN,away,SAS,-9,1,1642.0,4.0,11.0,0.364,0.0,0.0,0.0,1.0,3.0,0.333,6.0,6.0,12.0,0.0,1.0,2.0,1.0,2.0,9.0,8.7,-10.0,14.0,2022-2023
561,8,8.0,2022-11-01,30,MIN,away,PHO,-9,1,1927.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,4.0,5.0,9.0,3.0,0.0,1.0,1.0,2.0,7.0,11.6,-14.0,18.0,2022-2023
562,9,9.0,2022-11-04,30,MIN,home,MIL,-13,1,1829.0,3.0,6.0,0.5,0.0,1.0,0.0,1.0,2.0,0.5,4.0,9.0,13.0,0.0,1.0,1.0,0.0,4.0,7.0,9.2,-13.0,18.0,2022-2023
563,10,-1.0,2022-11-05,30,MIN,home,HOU,12,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
564,11,-1.0,2022-11-07,30,MIN,home,NYK,-13,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
565,12,10.0,2022-11-09,30,MIN,home,PHO,-12,1,1794.0,8.0,11.0,0.727,0.0,0.0,0.0,9.0,11.0,0.818,3.0,8.0,11.0,0.0,0.0,3.0,1.0,4.0,25.0,23.7,-6.0,33.0,2022-2023
566,13,11.0,2022-11-11,30,MIN,away,MEM,-11,1,2100.0,5.0,5.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,1.0,5.0,6.0,1.0,1.0,0.0,4.0,4.0,15.0,11.8,-9.0,19.0,2022-2023
567,14,12.0,2022-11-13,30,MIN,away,CLE,5,1,1998.0,5.0,10.0,0.5,0.0,0.0,0.0,5.0,8.0,0.625,4.0,9.0,13.0,1.0,1.0,2.0,3.0,3.0,15.0,13.2,-13.0,21.0,2022-2023
568,15,13.0,2022-11-16,30,MIN,away,ORL,18,1,1925.0,5.0,7.0,0.714,0.0,0.0,0.0,6.0,8.0,0.75,2.0,6.0,8.0,1.0,2.0,1.0,0.0,3.0,16.0,17.7,24.0,24.0,2022-2023
569,16,14.0,2022-11-19,30,MIN,away,PHI,3,1,1689.0,4.0,7.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0,1.0,1.0,0.0,0.0,5.0,8.0,10.3,-8.0,20.0,2022-2023
570,17,15.0,2022-11-21,30,MIN,home,MIA,4,1,1882.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,7.0,9.0,0.0,1.0,2.0,1.0,4.0,4.0,7.3,3.0,15.0,2022-2023
571,18,16.0,2022-11-23,30,MIN,away,IND,14,1,1941.0,9.0,11.0,0.818,0.0,0.0,0.0,3.0,4.0,0.75,4.0,12.0,16.0,2.0,0.0,0.0,2.0,3.0,21.0,21.1,7.0,34.0,2022-2023
572,19,17.0,2022-11-25,30,MIN,away,CHO,-2,1,2061.0,6.0,10.0,0.6,0.0,0.0,0.0,5.0,5.0,1.0,4.0,13.0,17.0,1.0,2.0,2.0,2.0,4.0,17.0,19.6,6.0,33.0,2022-2023
573,20,18.0,2022-11-27,30,MIN,home,GSW,-23,1,1804.0,4.0,9.0,0.444,0.0,0.0,0.0,1.0,2.0,0.5,4.0,6.0,10.0,0.0,0.0,1.0,2.0,2.0,9.0,6.4,-8.0,12.0,2022-2023
574,21,19.0,2022-11-28,30,MIN,away,WAS,-15,1,1711.0,7.0,7.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,4.0,3.0,7.0,0.0,0.0,1.0,1.0,3.0,19.0,19.1,-22.0,26.0,2022-2023
575,22,20.0,2022-11-30,30,MIN,home,MEM,8,1,1566.0,4.0,5.0,0.8,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,1.0,1.0,4.0,4.0,9.0,3.1,13.0,6.0,2022-2023
576,23,21.0,2022-12-03,30,MIN,home,OKC,-7,1,553.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0,5.5,-11.0,8.0,2022-2023
577,24,22.0,2022-12-07,30,MIN,home,IND,6,1,1887.0,6.0,12.0,0.5,0.0,0.0,0.0,4.0,5.0,0.8,5.0,16.0,21.0,1.0,3.0,2.0,2.0,3.0,16.0,19.8,15.0,34.0,2022-2023
578,25,23.0,2022-12-09,30,MIN,away,UTA,10,1,2196.0,8.0,11.0,0.727,0.0,1.0,0.0,6.0,10.0,0.6,3.0,10.0,13.0,1.0,0.0,0.0,3.0,4.0,22.0,17.1,15.0,26.0,2022-2023
579,26,24.0,2022-12-10,30,MIN,away,POR,-6,1,2167.0,9.0,11.0,0.818,0.0,0.0,0.0,6.0,9.0,0.667,1.0,8.0,9.0,2.0,4.0,1.0,1.0,4.0,24.0,25.3,7.0,34.0,2022-2023
580,27,25.0,2022-12-12,30,MIN,away,POR,-21,1,1890.0,8.0,13.0,0.615,0.0,0.0,0.0,0.0,1.0,0.0,5.0,15.0,20.0,2.0,1.0,0.0,1.0,4.0,16.0,17.5,-9.0,32.0,2022-2023
581,28,26.0,2022-12-14,30,MIN,away,LAC,-11,1,1902.0,3.0,5.0,0.6,0.0,0.0,0.0,5.0,7.0,0.714,4.0,9.0,13.0,0.0,0.0,2.0,3.0,3.0,11.0,10.6,-9.0,19.0,2022-2023
582,29,-1.0,2022-12-16,30,MIN,away,OKC,2,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
583,30,-1.0,2022-12-18,30,MIN,home,CHI,24,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
584,31,-1.0,2022-12-19,30,MIN,home,DAL,10,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
585,32,27.0,2022-12-21,30,MIN,home,DAL,-5,1,2291.0,9.0,11.0,0.818,0.0,0.0,0.0,1.0,3.0,0.333,5.0,10.0,15.0,0.0,2.0,2.0,1.0,1.0,19.0,22.6,-2.0,33.0,2022-2023
586,33,28.0,2022-12-23,30,MIN,away,BOS,-12,1,2144.0,3.0,4.0,0.75,0.0,0.0,0.0,2.0,4.0,0.5,4.0,8.0,12.0,2.0,0.0,0.0,2.0,3.0,8.0,9.0,-23.0,17.0,2022-2023
587,34,29.0,2022-12-26,30,MIN,away,MIA,-3,1,1873.0,5.0,7.0,0.714,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,8.0,0.0,0.0,0.0,2.0,0.0,10.0,7.1,-14.0,12.0,2022-2023
588,35,30.0,2022-12-28,30,MIN,away,NOP,-1,1,1727.0,4.0,5.0,0.8,0.0,0.0,0.0,2.0,2.0,1.0,1.0,7.0,8.0,2.0,0.0,4.0,2.0,6.0,10.0,10.7,-6.0,21.0,2022-2023
589,36,-1.0,2022-12-30,30,MIN,away,MIL,-9,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
590,37,31.0,2022-12-31,30,MIN,home,DET,-12,1,1655.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,6.0,0.5,2.0,8.0,10.0,0.0,0.0,2.0,3.0,3.0,9.0,7.9,-8.0,15.0,2022-2023
591,38,32.0,2023-01-02,30,MIN,home,DEN,13,1,1648.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,0.5,2.0,2.0,4.0,3.0,0.0,2.0,1.0,5.0,8.0,8.8,-4.0,14.0,2022-2023
592,39,33.0,2023-01-04,30,MIN,home,POR,7,1,2102.0,6.0,10.0,0.6,0.0,0.0,0.0,5.0,7.0,0.714,3.0,9.0,12.0,1.0,2.0,3.0,1.0,4.0,17.0,18.6,-8.0,28.0,2022-2023
593,40,34.0,2023-01-06,30,MIN,home,LAC,13,1,2175.0,11.0,15.0,0.733,0.0,0.0,0.0,3.0,5.0,0.6,7.0,14.0,21.0,0.0,0.0,2.0,5.0,2.0,25.0,22.8,31.0,37.0,2022-2023
594,41,35.0,2023-01-08,30,MIN,away,HOU,8,1,2257.0,8.0,12.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,4.0,7.0,11.0,0.0,0.0,1.0,2.0,3.0,18.0,14.8,16.0,23.0,2022-2023
595,42,36.0,2023-01-11,30,MIN,away,DET,-17,1,1948.0,6.0,8.0,0.75,0.0,0.0,0.0,4.0,6.0,0.667,4.0,10.0,14.0,0.0,2.0,0.0,2.0,2.0,16.0,17.0,0.0,26.0,2022-2023
596,43,37.0,2023-01-13,30,MIN,home,PHO,5,1,1939.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.5,1.0,11.0,12.0,1.0,4.0,1.0,5.0,5.0,4.0,5.3,3.0,15.0,2022-2023
597,44,38.0,2023-01-14,30,MIN,home,CLE,8,1,805.0,2.0,3.0,0.667,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,6.0,6.5,-1.0,10.0,2022-2023
598,45,39.0,2023-01-16,30,MIN,home,UTA,-1,1,298.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2022-2023
599,46,-1.0,2023-01-18,30,MIN,away,DEN,-4,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
600,47,-1.0,2023-01-19,30,MIN,home,TOR,2,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
601,48,-1.0,2023-01-21,30,MIN,home,HOU,9,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2022-2023
