Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
26,26,2024-12-19,32-176,MIN,,NYK,L (-26),1,22:18,.543,1.000,4.6,13.7,9.2,0.0,4.3,0.0,0.0,5.5,118,127,4.3,-7.0
27,27,2024-12-21,32-178,MIN,,GSW,L (-10),1,36:50,.812,.875,5.8,29.0,17.4,9.7,1.4,2.9,8.3,14.1,151,112,20.5,8.3
28,28,2024-12-23,32-180,MIN,@,ATL,L (-13),1,28:19,.250,.250,7.1,20.5,12.6,0.0,0.0,4.6,42.9,10.1,42,121,-0.5,-14.7
29,29,2024-12-25,32-182,MIN,@,DAL,W (+6),1,39:26,.888,.857,6.1,19.9,13.7,0.0,1.3,5.5,11.3,10.6,159,105,15.5,2.3
30,30,2024-12-27,32-184,MIN,@,HOU,W (+1),1,28:37,.458,.600,20.5,14.6,17.4,0.0,0.0,5.4,0.0,12.1,121,118,8.0,-4.9
31,31,2024-12-29,32-186,MIN,,SAS,W (+2),1,30:33,.581,.500,33.9,13.7,24.3,9.4,0.0,6.5,6.4,20.8,142,112,19.7,5.2
32,32,2024-12-31,32-188,MIN,@,OKC,L (-8),1,31:05,.581,.500,8.1,18.4,13.5,4.5,0.0,5.8,12.7,11.2,121,114,8.2,0.5
33,33,2025-01-02,32-190,MIN,,BOS,L (-3),1,27:50,.600,.600,16.2,17.2,16.8,0.0,0.0,0.0,0.0,8.7,151,139,6.6,-4.4
34,34,2025-01-04,32-192,MIN,@,DET,L (-14),1,29:32,.436,.500,7.9,16.7,12.2,0.0,0.0,5.9,30.4,14.8,67,122,2.4,-9.9
35,35,2025-01-06,32-194,MIN,,LAC,W (+2),1,37:52,.392,.375,19.5,24.4,21.9,6.8,0.0,2.3,16.4,13.5,103,108,9.9,-4.9
36,36,2025-01-07,32-195,MIN,@,NOP,W (+7),1,35:25,.717,.750,6.2,29.6,19.2,16.0,0.0,15.3,29.1,8.2,123,86,13.4,4.8
37,37,2025-01-09,32-197,MIN,@,ORL,W (+15),1,31:41,.563,.625,12.6,24.7,18.7,5.7,1.6,0.0,0.0,12.4,131,93,11.7,0.3
38,38,2025-01-11,32-199,MIN,,MEM,L (-2),1,28:40,.872,1.000,10.5,6.1,7.7,18.1,0.0,2.5,0.0,10.4,186,130,13.7,5.1
39,39,2025-01-13,32-201,MIN,@,WAS,W (+14),1,32:34,.799,.833,18.4,18.8,18.6,8.8,1.5,2.9,0.0,8.8,182,107,16.4,5.6
40,40,2025-01-15,32-203,MIN,,GSW,L (-1),1,29:29,.833,1.000,6.9,33.4,18.9,4.7,0.0,7.1,19.2,7.9,146,124,9.7,-0.3
41,41,2025-01-17,32-205,MIN,@,NYK,W (+17),1,34:26,.799,.833,3.8,13.9,9.6,4.0,0.0,5.0,12.7,10.9,145,113,10.9,1.7
42,42,2025-01-18,32-206,MIN,,CLE,L (-7),1,31:18,.882,.857,7.1,33.3,20.7,4.5,0.0,0.0,0.0,13.9,187,127,18.8,5.6
43,43,2025-01-20,32-208,MIN,@,MEM,L (-2),1,24:57,.340,.200,7.5,8.0,7.8,11.3,3.9,3.6,33.8,14.1,70,104,2.4,-6.1
44,44,2025-01-22,32-210,MIN,@,DAL,W (+1),1,30:25,.931,.750,3.9,21.3,12.3,9.8,0.0,7.8,11.7,12.6,177,114,16.7,6.0
45,45,2025-01-25,32-213,MIN,,DEN,W (+29),1,29:34,.751,.750,16.2,39.6,28.1,18.8,6.7,0.0,0.0,12.9,180,91,22.9,15.1
