Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
45,43,2020-01-25,27-213,UTA,,DAL,W (+5),1,37:04,.920,1.000,11.3,32.4,22.5,8.7,0.0,11.6,25.1,18.2,140,98,24.0,9.9
46,44,2020-01-27,27-215,UTA,,HOU,L (-9),1,37:09,.638,.600,3.6,40.0,23.2,0.0,1.2,6.3,9.6,11.8,121,110,13.3,-0.2
47,45,2020-01-29,27-217,UTA,@,SAS,L (-7),1,32:20,.570,.571,27.6,46.7,36.2,0.0,0.0,0.0,21.1,24.0,109,127,13.4,-5.6
48,46,2020-01-30,27-218,UTA,@,DEN,L (-6),1,37:18,.831,.900,6.4,30.5,18.1,5.3,1.4,6.7,24.0,21.1,119,106,18.7,4.4
49,47,2020-02-01,27-220,UTA,@,POR,L (-17),1,32:04,.521,.250,12.5,26.2,18.7,7.8,1.6,7.1,14.8,9.5,131,123,10.4,-1.6
50,48,2020-02-05,27-224,UTA,,DEN,L (-3),1,38:52,.680,.700,10.7,23.7,17.6,0.0,0.0,2.1,7.8,14.8,131,100,15.7,2.6
51,49,2020-02-07,27-226,UTA,,POR,W (+3),1,35:04,.687,.778,14.9,23.2,19.4,7.7,0.0,2.4,20.5,17.2,121,112,15.0,1.4
52,50,2020-02-09,27-228,UTA,@,HOU,W (+1),1,36:56,.630,.500,13.3,31.8,23.2,0.0,1.3,2.5,9.5,12.6,135,111,15.0,1.6
53,51,2020-02-10,27-229,UTA,@,DAL,W (+4),1,35:55,.924,1.000,8.4,44.5,28.2,3.6,0.0,3.3,17.9,13.8,150,120,16.8,3.6
54,52,2020-02-12,27-231,UTA,,MIA,W (+15),1,36:35,.621,.583,16.0,40.2,29.2,4.1,0.0,5.4,13.4,17.9,124,98,17.3,2.7
55,53,2020-02-21,27-240,UTA,,SAS,L (-9),1,37:59,.812,.875,2.7,34.2,18.6,9.7,0.0,1.8,31.1,18.4,105,111,14.1,-0.3
56,54,2020-02-22,27-241,UTA,,HOU,L (-10),1,33:42,.547,.429,3.4,15.5,9.7,0.0,0.0,6.5,0.0,13.7,119,113,9.9,-0.2
57,55,2020-02-24,27-243,UTA,,PHO,L (-20),1,36:41,.763,.600,0.0,29.1,15.4,9.3,1.3,2.0,10.5,11.8,147,131,13.6,2.5
58,56,2020-02-26,27-245,UTA,,BOS,L (-11),1,34:52,.922,1.000,14.3,14.9,14.6,12.0,1.5,4.7,45.0,11.7,120,124,11.0,0.7
59,57,2020-02-28,27-247,UTA,,WAS,W (+10),1,34:37,.781,1.000,3.2,21.3,13.1,0.0,4.1,9.1,34.2,10.4,91,104,11.3,1.0
60,58,2020-03-02,27-250,UTA,@,CLE,W (+13),1,33:42,.929,.889,8.6,19.9,15.4,4.0,3.0,14.2,15.7,17.4,159,106,23.8,10.0
61,59,2020-03-04,27-252,UTA,@,NYK,W (+8),1,34:24,.882,.875,15.1,33.2,24.7,4.5,0.0,4.3,8.9,15.2,168,106,20.1,6.1
62,60,2020-03-06,27-254,UTA,@,BOS,W (+5),1,32:43,.922,1.000,0.0,22.8,12.1,9.7,0.0,7.6,29.1,9.8,125,98,9.4,2.6
63,61,2020-03-07,27-255,UTA,@,DET,W (+6),1,35:07,.676,.667,11.1,30.0,21.0,11.0,4.5,4.9,0.0,10.3,163,104,16.4,6.7
64,62,2020-03-09,27-257,UTA,,TOR,L (-9),1,31:31,.452,.250,3.4,10.9,7.0,0.0,3.3,3.2,0.0,10.1,104,109,5.1,-6.5
65,63,2020-07-30,28-034,UTA,@,NOP,W (+2),1,33:42,.625,.556,6.8,31.0,19.4,0.0,0.0,6.8,21.1,17.4,106,98,11.6,0.0
66,64,2020-08-01,28-036,UTA,@,OKC,L (-16),1,28:43,.727,.833,7.0,24.6,14.3,0.0,3.5,6.6,0.0,10.4,146,107,11.7,4.1
67,65,2020-08-03,28-038,UTA,,LAL,L (-8),1,33:36,.976,1.000,7.0,40.3,23.2,10.1,0.0,2.6,19.6,12.7,158,111,16.6,6.5
68,66,2020-08-05,28-040,UTA,,MEM,W (+9),1,36:55,.735,.556,15.1,32.5,23.9,4.1,2.5,6.3,12.3,18.3,148,101,25.5,8.4
69,,2020-08-07,28-042,UTA,@,SAS,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
70,67,2020-08-08,28-043,UTA,@,DEN,L (-2),1,41:09,.564,.563,15.4,20.6,17.8,8.2,0.0,2.0,13.3,23.2,111,115,15.8,-2.8
71,68,2020-08-10,28-045,UTA,,DAL,L (-8),1,16:18,.666,.600,14.4,28.5,20.4,29.3,0.0,4.8,0.0,19.4,166,131,11.4,8.0
72,,2020-08-13,28-048,UTA,,SAS,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
