Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
36,36,2024-01-09,31-197,MIN,@,ORL,W (+21),1,33:34,.831,.800,4.1,26.7,18.3,4.5,1.5,8.2,13.7,19.7,139,84,21.4,8.8
37,,2024-01-10,31-198,MIN,@,BOS,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,37,2024-01-12,31-200,MIN,,POR,W (+23),1,28:27,.826,.818,23.4,43.1,34.6,0.0,0.0,6.9,6.4,24.8,160,90,25.8,9.5
39,38,2024-01-14,31-202,MIN,,LAC,W (+4),1,36:55,.672,.800,11.8,46.4,31.2,0.0,0.0,11.8,8.2,16.2,133,105,17.1,2.6
40,39,2024-01-17,31-205,MIN,@,DET,W (+7),1,37:39,.745,.727,15.5,34.2,24.9,6.9,0.0,2.2,7.3,15.8,152,117,20.4,0.6
41,40,2024-01-18,31-206,MIN,,MEM,W (+15),1,38:53,.590,.500,11.6,21.1,16.9,12.7,0.0,14.5,17.2,20.4,117,101,17.8,1.3
42,41,2024-01-20,31-208,MIN,,OKC,L (-5),1,33:22,.368,.167,15.6,40.3,29.8,9.7,0.0,0.0,17.4,15.2,91,104,6.8,-3.5
43,42,2024-01-22,31-210,MIN,,CHO,L (-3),1,39:03,.945,1.000,7.2,29.9,19.0,3.4,0.0,0.0,0.0,7.8,197,131,14.4,-1.3
44,43,2024-01-24,31-212,MIN,@,WAS,W (+11),1,34:44,.696,.636,17.0,31.1,22.8,4.3,0.0,10.4,0.0,15.7,159,100,23.2,6.1
45,44,2024-01-25,31-213,MIN,@,BRK,W (+2),1,32:44,.506,.444,4.6,46.3,27.2,4.7,1.6,6.7,9.2,16.6,100,96,10.5,0.0
46,45,2024-01-27,31-215,MIN,@,SAS,L (-1),1,36:50,.883,.889,8.1,16.7,12.8,3.8,1.4,2.4,8.5,15.5,164,124,18.2,0.3
47,46,2024-01-29,31-217,MIN,@,OKC,W (+6),1,36:25,.932,1.000,13.5,41.9,28.6,4.1,1.4,3.0,31.8,12.1,130,103,16.2,6.1
48,47,2024-01-31,31-219,MIN,,DAL,W (+34),1,28:06,.595,.556,11.0,15.2,13.5,0.0,0.0,7.3,12.3,26.9,113,94,11.1,-5.6
49,48,2024-02-02,31-221,MIN,,ORL,L (-2),1,39:05,.929,.857,9.7,38.0,24.6,8.0,0.0,4.1,7.8,14.6,183,107,24.9,9.7
50,49,2024-02-04,31-223,MIN,,HOU,W (+21),1,31:23,.759,.778,10.9,26.8,20.1,5.2,1.5,10.5,0.0,14.7,162,81,21.9,14.6
51,50,2024-02-06,31-225,MIN,@,CHI,L (-6),1,44:24,.577,.500,18.6,23.9,21.2,3.1,1.1,1.9,8.8,11.7,137,121,14.4,-3.2
52,51,2024-02-08,31-227,MIN,@,MIL,W (+24),1,35:13,.847,.889,11.1,26.6,19.2,14.7,1.5,0.0,0.0,12.6,187,116,19.6,6.9
53,52,2024-02-12,31-231,MIN,@,LAC,W (+21),1,33:21,.644,.545,24.7,17.1,20.6,0.0,0.0,10.3,13.2,20.8,131,105,16.6,-1.1
54,53,2024-02-13,31-232,MIN,@,POR,W (+12),1,37:27,.680,.700,17.5,28.1,22.6,4.3,0.0,2.2,7.8,14.7,143,112,17.1,-0.7
55,54,2024-02-15,31-234,MIN,@,POR,W (+37),1,26:19,.628,.571,9.9,36.5,25.2,9.4,0.0,6.8,25.5,18.8,109,85,9.9,0.5
56,55,2024-02-23,31-242,MIN,,MIL,L (-5),1,38:03,.711,.750,17.0,32.2,24.2,3.6,0.0,5.0,0.0,9.1,163,112,17.0,2.4
57,,2024-02-24,31-243,MIN,,BRK,W (+15),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
58,56,2024-02-27,31-246,MIN,,SAS,W (+9),1,39:08,.505,.500,16.4,32.1,24.0,10.3,0.0,12.0,7.2,14.9,121,103,17.2,-0.4
59,57,2024-02-28,31-247,MIN,,MEM,W (+9),1,27:12,.694,.750,9.3,20.8,15.9,0.0,1.9,6.3,34.2,15.2,94,100,7.4,-4.5
60,58,2024-03-01,31-249,MIN,,SAC,L (-4),1,42:03,.639,.667,6.5,35.3,22.7,3.7,0.0,5.3,7.4,15.3,125,115,15.9,0.0
61,59,2024-03-03,31-251,MIN,,LAC,L (-1),1,40:27,.761,.714,7.9,31.5,20.2,9.5,0.0,7.0,11.3,10.2,145,93,16.4,5.6
62,60,2024-03-04,31-252,MIN,,POR,W (+5),1,39:01,.956,.900,15.0,33.8,24.3,0.0,1.3,7.0,18.7,18.6,157,115,26.1,4.2
63,61,2024-03-07,31-255,MIN,@,IND,W (+2),1,39:41,.682,.636,16.1,23.0,19.5,0.0,2.4,6.5,13.2,15.9,133,106,20.6,3.6
64,62,2024-03-08,31-256,MIN,@,CLE,L (-9),1,36:41,.444,.429,13.4,39.1,27.0,8.3,1.4,5.4,20.2,12.3,94,99,9.0,-1.8
65,,2024-03-10,31-258,MIN,@,LAL,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
66,63,2024-03-12,31-260,MIN,@,LAC,W (+18),1,33:26,.571,.571,22.3,15.5,19.3,10.2,3.2,6.8,0.0,9.2,164,107,15.5,4.5
67,,2024-03-16,31-264,MIN,@,UTA,W (+19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
68,,2024-03-18,31-266,MIN,@,UTA,W (+10),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
69,,2024-03-19,31-267,MIN,,DEN,L (-3),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
70,64,2024-03-22,31-270,MIN,,CLE,W (+13),1,37:11,.461,.500,17.6,27.0,22.3,3.6,0.0,5.0,9.3,13.5,112,102,11.0,-4.1
71,65,2024-03-24,31-272,MIN,,GSW,W (+4),1,37:10,.751,.700,3.1,32.3,18.2,8.3,0.0,2.6,26.1,18.5,111,112,12.9,-3.0
72,66,2024-03-27,31-275,MIN,,DET,W (+15),1,34:19,1.011,1.000,17.5,30.7,24.2,16.0,0.0,5.7,35.5,11.7,145,98,15.3,5.5
73,67,2024-03-29,31-277,MIN,@,DEN,W (+13),1,34:48,.719,.875,10.6,27.0,19.5,9.7,0.0,6.9,0.0,20.7,151,101,21.3,7.5
74,68,2024-03-31,31-279,MIN,,CHI,L (-8),1,37:40,.786,.889,8.9,24.1,15.9,4.6,2.7,2.5,0.0,14.9,159,115,21.1,5.2
75,69,2024-04-02,31-281,MIN,,HOU,W (+7),1,35:12,.622,.571,4.4,39.4,25.1,0.0,0.0,6.2,9.4,14.0,117,106,11.7,-2.6
76,70,2024-04-03,31-282,MIN,,TOR,W (+48),1,27:28,.578,.500,18.6,34.3,26.7,12.0,1.7,5.8,29.6,20.6,110,76,12.6,-3.7
77,71,2024-04-05,31-284,MIN,@,PHO,L (-10),1,29:03,.400,.400,6.6,15.4,10.7,5.6,0.0,6.6,16.7,9.1,84,99,3.4,-4.9
78,72,2024-04-07,31-286,MIN,@,LAL,W (+10),1,36:51,.692,.692,23.7,24.2,24.0,10.2,2.6,2.5,18.8,17.8,134,112,21.5,3.4
79,73,2024-04-09,31-288,MIN,,WAS,W (+9),1,38:21,.645,.556,14.2,33.6,23.6,10.2,2.5,10.9,6.4,17.6,146,111,24.6,3.3
80,74,2024-04-10,31-289,MIN,@,DEN,L (-9),1,38:46,.781,.857,14.7,33.5,23.5,11.1,2.7,2.1,19.4,12.7,143,119,17.0,3.1
81,75,2024-04-12,31-291,MIN,,ATL,W (+3),1,36:43,.925,1.000,13.8,42.6,29.6,0.0,1.3,10.9,6.9,17.9,172,95,30.8,12.6
82,76,2024-04-14,31-293,MIN,,PHO,L (-19),1,32:12,.810,.778,14.4,16.1,15.3,5.8,3.3,2.6,7.2,19.3,162,132,21.2,8.7
