Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
11,10,2013-11-16,21-143,UTA,@,GSW,L (-14),0,9:04,.000,,0.0,45.4,21.5,0.0,0.0,0.0,69.4,15.1,0,111,-1.9,-18.0
12,11,2013-11-18,21-145,UTA,,GSW,L (-11),0,5:24,1.000,1.000,0.0,37.0,18.3,0.0,0.0,15.6,0.0,8.9,200,93,3.0,12.9
13,,2013-11-20,21-147,UTA,@,NOP,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,,2013-11-22,21-149,UTA,@,DAL,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,12,2013-11-24,21-151,UTA,@,OKC,L (-22),0,9:45,.718,1.000,0.0,46.2,18.7,37.2,5.3,16.7,0.0,33.7,141,78,10.7,34.8
16,13,2013-11-25,21-152,UTA,,CHI,W (+6),0,21:26,.500,.500,15.8,31.6,23.7,0.0,0.0,3.7,0.0,9.1,125,84,5.4,0.1
17,,2013-11-29,21-156,UTA,,PHO,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
18,,2013-11-30,21-157,UTA,@,PHO,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
19,,2013-12-02,21-159,UTA,,HOU,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
20,14,2013-12-04,21-161,UTA,,IND,L (-9),0,6:52,,,0.0,19.4,8.6,0.0,0.0,0.0,100.0,6.9,0,110,-1.1,-14.2
21,15,2013-12-06,21-163,UTA,@,POR,L (-32),0,12:46,.525,.333,14.7,49.5,29.6,10.7,0.0,12.5,17.4,18.5,111,124,6.1,0.0
22,16,2013-12-07,21-164,UTA,,SAC,L (-10),0,2:05,.000,.000,100.0,49.9,77.1,0.0,0.0,0.0,0.0,21.5,92,99,0.2,-29.9
23,,2013-12-09,21-166,UTA,,POR,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
24,17,2013-12-11,21-168,UTA,@,SAC,W (+21),0,6:08,.000,.000,40.1,39.1,39.6,0.0,0.0,12.0,33.3,23.1,56,103,0.3,-22.6
25,,2013-12-13,21-170,UTA,@,DEN,W (+10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
26,,2013-12-14,21-171,UTA,,SAS,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
27,,2013-12-16,21-173,UTA,@,MIA,L (-23),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
28,,2013-12-18,21-175,UTA,@,ORL,W (+4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
29,,2013-12-20,21-177,UTA,@,ATL,L (-33),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
30,,2013-12-21,21-178,UTA,@,CHA,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
31,,2013-12-23,21-180,UTA,@,MEM,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
32,,2013-12-27,21-184,UTA,,LAL,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
33,,2013-12-28,21-185,UTA,@,LAC,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,,2013-12-30,21-187,UTA,,CHA,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
35,,2014-01-02,21-190,UTA,,MIL,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
36,,2014-01-03,21-191,UTA,@,LAL,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
37,,2014-01-07,21-195,UTA,,OKC,W (+11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
38,,2014-01-10,21-198,UTA,,CLE,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
39,,2014-01-13,21-201,UTA,,DEN,W (+15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
40,,2014-01-15,21-203,UTA,@,SAS,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
41,18,2014-01-17,21-205,UTA,@,DET,W (+21),0,4:35,,,0.0,25.5,14.0,0.0,0.0,0.0,100.0,9.9,0,99,-0.7,-12.9
42,19,2014-01-18,21-206,UTA,@,MIN,L (-26),0,12:00,1.136,,0.0,24.5,11.8,0.0,4.2,12.1,0.0,3.5,250,88,4.5,6.1
43,20,2014-01-21,21-209,UTA,,MIN,L (-15),0,27:16,.800,.800,8.6,16.8,12.7,5.2,1.8,7.7,16.7,10.0,138,108,11.5,6.2
44,,2014-01-25,21-213,UTA,,WAS,W (+3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
45,21,2014-01-27,21-215,UTA,,SAC,W (+7),0,1:03,.284,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3,59,120,-0.2,-33.9
46,22,2014-01-31,21-219,UTA,,GSW,L (-5),0,18:29,.833,.500,7.4,20.8,15.3,0.0,0.0,8.4,19.2,13.5,146,99,7.1,5.5
47,23,2014-02-01,21-220,UTA,@,LAC,L (-15),0,19:00,.753,1.000,5.5,18.5,11.6,0.0,0.0,0.0,23.1,10.5,105,117,1.8,-8.6
48,24,2014-02-03,21-222,UTA,,TOR,L (-15),0,31:06,.000,.000,11.6,17.9,14.9,4.8,0.0,7.3,20.0,8.1,42,115,1.4,-7.2
49,25,2014-02-07,21-226,UTA,@,DAL,L (-22),0,6:21,1.136,,17.6,36.0,26.7,0.0,0.0,12.0,0.0,6.8,245,105,4.0,11.7
50,,2014-02-08,21-227,UTA,,MIA,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
51,,2014-02-11,21-230,UTA,@,LAL,W (+17),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
52,26,2014-02-12,21-231,UTA,,PHI,W (+5),0,12:32,.725,1.000,8.7,9.3,9.0,11.5,0.0,0.0,0.0,9.3,160,110,4.2,1.7
53,27,2014-02-19,21-238,UTA,,BRK,L (-6),0,14:49,.333,.333,7.9,25.6,16.4,0.0,3.6,5.5,40.0,15.1,51,103,1.2,-6.4
54,28,2014-02-21,21-240,UTA,@,POR,L (-8),0,11:34,.174,.000,0.0,0.0,0.0,0.0,0.0,5.8,25.8,15.5,28,116,-1.9,-17.6
55,29,2014-02-22,21-241,UTA,,MIN,L (-17),0,13:09,.781,1.000,8.7,71.2,39.6,0.0,0.0,11.8,0.0,11.4,169,108,7.6,6.6
56,,2014-02-24,21-243,UTA,,BOS,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
57,30,2014-02-26,21-245,UTA,,PHO,W (+23),0,6:15,.500,.500,22.6,30.7,27.4,0.0,0.0,0.0,0.0,15.6,126,92,2.3,-0.2
58,31,2014-02-28,21-247,UTA,@,CLE,L (-20),0,3:49,,,0.0,66.2,28.9,0.0,0.0,0.0,100.0,13.2,0,102,-0.4,-19.3
59,32,2014-03-02,21-249,UTA,@,IND,L (-3),0,0:04,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114,0.0,-3.1
60,33,2014-03-03,21-250,UTA,@,MIL,L (-26),0,9:53,.532,1.000,9.7,0.0,5.8,0.0,5.8,31.8,0.0,8.8,103,110,5.4,15.2
61,,2014-03-05,21-252,UTA,@,WAS,L (-13),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
62,34,2014-03-07,21-254,UTA,@,NYK,L (-27),0,5:13,.500,.500,0.0,21.4,11.2,0.0,0.0,17.0,0.0,18.3,108,109,2.0,5.4
63,,2014-03-08,21-255,UTA,@,PHI,W (+12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
64,,2014-03-10,21-257,UTA,,ATL,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
65,,2014-03-12,21-259,UTA,,DAL,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
66,35,2014-03-14,21-261,UTA,,LAC,L (-9),0,1:51,,,0.0,0.0,0.0,0.0,0.0,49.0,100.0,52.6,0,74,-1.3,-41.0
67,36,2014-03-16,21-263,UTA,@,SAS,L (-18),0,2:40,,,0.0,0.0,0.0,0.0,0.0,29.0,,0.0,0,104,0.7,5.8
68,37,2014-03-17,21-264,UTA,@,HOU,L (-38),0,5:10,.500,.500,19.8,56.3,34.8,0.0,0.0,0.0,0.0,16.9,114,124,2.3,-0.4
69,,2014-03-19,21-266,UTA,@,MEM,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
70,,2014-03-22,21-269,UTA,,ORL,W (+1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
71,38,2014-03-24,21-271,UTA,,DET,L (-20),0,2:14,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,139,0.0,-9.9
72,,2014-03-26,21-273,UTA,,MEM,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
73,,2014-03-28,21-275,UTA,@,NOP,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
74,39,2014-03-30,21-277,UTA,@,OKC,L (-20),0,5:32,1.000,1.000,0.0,28.0,10.6,0.0,0.0,31.0,0.0,7.8,200,103,3.0,13.0
75,40,2014-03-31,21-278,UTA,,NYK,L (-9),0,1:17,1.000,1.000,100.0,0.0,85.0,0.0,0.0,0.0,0.0,36.5,206,113,3.1,56.1
76,,2014-04-04,21-282,UTA,,NOP,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
77,41,2014-04-06,21-284,UTA,@,GSW,L (-28),0,5:13,1.000,1.000,0.0,26.3,11.2,0.0,0.0,0.0,0.0,8.3,200,133,2.0,0.2
78,,2014-04-08,21-286,UTA,,DAL,L (-12),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
79,42,2014-04-11,21-289,UTA,,POR,L (-12),0,10:33,.444,.429,20.2,42.3,31.0,0.0,0.0,7.0,20.2,42.4,79,109,3.8,-10.7
80,43,2014-04-12,21-290,UTA,@,DEN,L (-7),0,3:57,.000,.000,26.4,0.0,13.4,0.0,0.0,0.0,0.0,11.3,60,116,-0.4,-18.9
81,44,2014-04-14,21-292,UTA,,LAL,L (-15),0,2:25,.000,.000,0.0,100.0,54.4,0.0,0.0,0.0,0.0,18.4,0,112,-0.1,-18.3
82,45,2014-04-16,21-294,UTA,@,MIN,W (+6),0,14:06,.735,.800,22.9,48.4,35.3,11.3,0.0,11.4,0.0,16.1,161,100,10.5,12.6
